Date,close,high,low,open,volume
2010-01-04,85.27920532226562,85.3243526269112,83.90968158491715,84.55681974288503,118944600
2010-01-05,85.50497436523438,85.54260095822988,84.91803625698155,85.22655824471099,111579900
2010-01-06,85.56515502929688,85.77585012340863,85.35445993518512,85.42218089785929,116074400
2010-01-07,85.92633056640625,86.03167808875348,85.166318520036,85.40711367697388,131091100
2010-01-08,86.2122802734375,86.24990685215928,85.52752132057812,85.70058980427461,126402800
2010-01-11,86.33268737792969,86.63367706683287,85.96396524930574,86.59605622622514,106375700
2010-01-12,85.52752685546875,85.94139054314203,85.19643131252192,85.76079558381207,163333500
2010-01-13,86.24994659423828,86.49074188238518,85.30933910288125,85.74577661570139,161822000
2010-01-14,86.48316192626953,86.64118319816191,86.09939269966858,86.15206645696605,115718800
2010-01-15,85.51245880126953,86.41543917921167,85.18136331688645,86.33267104912512,212283100
2010-01-19,86.58104705810547,86.63372085438765,85.47489159516662,85.49747100015603,139172700
2010-01-20,85.70056915283203,86.12195917612536,85.01581036498037,85.99403802491253,216490200
2010-01-21,84.0526351928711,85.98652286249157,83.94728767320377,85.72315406332326,344859600
2010-01-22,82.178955078125,84.08274280612169,82.0886547356354,83.67639987643315,345942400
2010-01-25,82.60034942626953,83.08194553654465,82.32945986694172,82.93144495801803,186937500
2010-01-26,82.25420379638672,83.12708989792152,82.05103519882802,82.27677744711437,211168800
2010-01-27,82.64550018310547,82.8336215952999,81.51677170993881,82.14885689922738,271863600
2010-01-28,81.6973876953125,82.96156414042612,81.20075002455968,82.91641682699715,316104000
2010-01-29,80.8094253540039,82.62291834350918,80.68150418423222,82.05102769963496,310677600
2010-02-01,82.06607055664062,82.07359701946825,80.89219495992643,81.38131170556035,187865000
2010-02-02,83.05938720703125,83.21740854879928,81.93065841639262,82.21660671760176,216327900
2010-02-03,82.64550018310547,83.134617003013,82.40470500513698,82.68312102093842,172730700
2010-02-04,80.09461212158203,82.04354811671097,80.07955918653145,82.00592726110973,356715700
2010-02-05,80.2601089477539,80.4256509410035,78.69493767604803,80.18485580235713,493585800
2010-02-08,79.68071746826172,80.76429881067993,79.62051722901387,80.32032922249049,224166900
2010-02-09,80.68154907226562,81.38136127525947,79.96668393444772,80.61382234758234,337820500
2010-02-10,80.52349853515625,80.96746235443925,79.84626023869787,80.5535986528889,240511500
2010-02-11,81.36627960205078,81.45657995606378,79.95160850191017,80.41815171946156,223591600
2010-02-12,81.29855346679688,81.34370077042402,80.14725129622344,80.50844120726093,304622100
2010-02-16,82.57778930664062,82.66056320314178,81.13301796209291,81.91560387564233,159317500
2010-02-17,82.96907806396484,83.08195207148557,82.57778227002771,82.9765987877252,168845100
2010-02-18,83.45819091796875,83.63125941229276,82.8035262986743,82.8336264152981,193708600
2010-02-19,83.63126373291016,83.95483282706958,83.044325780949,83.23997367860622,222684900
2010-02-22,83.64633178710938,83.96237447361706,83.39801007299123,83.93980081615388,132346900
2010-02-23,82.63043212890625,83.67638652995502,82.41221064178696,83.4205442118896,207497000
2010-02-24,83.39046478271484,83.52591243793027,82.66807920190263,82.87877427867991,176350700
2010-02-25,83.277587890625,83.33778812218999,81.97579089383996,82.20153315069358,259634700
2010-02-26,83.33026885986328,83.61621711400521,82.85620491259034,83.35284251339857,173589300
2010-03-01,84.19562530517578,84.27839919223469,83.65383467752119,83.67640833017174,147709700
2010-03-02,84.42888641357422,84.83522934762362,84.27839158215286,84.55681333539316,160992400
2010-03-03,84.50416564941406,85.0083298053782,84.29346478298532,84.64713406108336,150785000
2010-03-04,84.7599868774414,84.8803873424114,84.30097015151108,84.61701276054208,135770400
2010-03-05,85.9714584350586,86.03917936654456,85.1060990619089,85.309273338383,176118800
2010-03-08,85.9865493774414,86.17467082642952,85.83605451465532,85.9790286530098,114631200
2010-03-09,86.12952423095703,86.52834078756158,85.68556036334401,85.7307076743525,154556700
2010-03-10,86.51326751708984,86.7465362083268,86.0918774320142,86.1671248413478,186088800
2010-03-11,86.87445831298828,86.8970377029397,86.0467253193943,86.3100941254002,160791100
2010-03-12,86.88201141357422,87.2657807862771,86.64121618268463,87.25072785502773,162074800
2010-03-15,86.9045639038086,86.96476413212201,86.23485215159879,86.73149542366976,146816800
2010-03-16,87.59688568115234,87.67965384776618,86.90459429546446,87.14538955191753,168673000
2010-03-17,88.1160659790039,88.40201419217702,87.60437552181014,87.8602236209119,177468100
2010-03-18,88.0709228515625,88.24399133941138,87.71725367072781,88.12359661843085,196509100
2010-03-19,87.62513732910156,88.62250866061704,87.28512083777551,87.62513732910156,226641100
2010-03-22,88.09359741210938,88.25227523599094,87.0735594515495,87.1264501379592,184477800
2010-03-23,88.71316528320312,88.78872256866495,87.93490852545729,88.22203428072416,182941600
2010-03-24,88.28250885009766,88.72830679682828,87.33047632966574,88.38073854521217,196072600
2010-03-25,88.13892364501953,89.2874094256579,88.03314228751276,88.87939314756684,223396300
2010-03-26,88.0860366821289,88.72072485394344,87.73846852642306,88.3051568646797,205808500
